playerid,playername,position,team,short_team,teamstrength,cost,total_points,goals_scored,assists,ep_next,ep_this,form,event_points,seasonminutes,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,positionid,firstname,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team_id,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,xG,xG90,defcon_pts
144,Coppola,DEF,Brighton,BHA,4,4.2,10,0,0,0.0,0.0,0.0,0,193,TRUE,FALSE,0,0,550090,0,0,-3,3,0,0,2,Diego,FALSE,has joined Paris FC on loan for the rest of the season.,2026-01-30T15:58:36.007916Z,42,550090.jpg,2.0,FALSE,Coppola,0.0,FALSE,NA,u,6,36,2735,0,8488,0,0.0,2.4,,106,2025-06-17,2003-12-28,FALSE,p550090,1,3,0,0,0,2,0,0,0,32,42.4,3.7,2.0,4.8,16,6,2,18,2,0.00,0.01,0.01,4.52,NA,,NA,,NA,,,,438,161,468,168,457,172,466,167,0,0,0,0,2.11,1.4,655,151,537,225,344,127,608,216,0.93,0.47,8.39,0.00,0,2
145,De Cuyper,DEF,Brighton,BHA,4,4.3,84,2,3,6.0,5.7,5.7,0,1404,TRUE,FALSE,100,100,465730,0,0,-2,2,0,2,2,Maxim,FALSE,,2025-09-13T21:30:07.998380Z,43,465730.jpg,2.8,FALSE,De Cuyper,1.7,FALSE,NA,a,6,36,297957,0,754092,0,1.3,19.5,,21,2025-07-05,2000-12-22,FALSE,p465730,5,23,0,0,0,2,0,0,9,318,327.8,516.6,154.0,99.9,42,68,22,64,17,1.66,4.08,5.74,24.09,NA,,1,,NA,,,,227,90,55,7,232,60,149,46,0.11,0,0.26,0.37,1.54,1.47,598,133,18,11,216,84,151,61,1.09,0.32,4.1,1.66,0.11,2
146,Dunk,DEF,Brighton,BHA,4,4.5,100,1,1,5.7,5.7,5.7,1,2837,TRUE,FALSE,100,100,83299,0,0,0,0,0,2,2,Lewis,FALSE,,2026-03-21T19:00:09.902391Z,45,83299.jpg,3.0,FALSE,Dunk,1.0,FALSE,NA,a,6,36,187324,0,231096,0,1.3,22.2,,241,2009-07-01,1991-11-21,FALSE,p83299,7,40,0,0,0,10,0,0,5,443,649.6,125.5,210.0,98.7,196,135,35,231,31,1.83,0.56,2.39,41.90,NA,,3,,NA,,,,68,30,277,79,171,40,153,50,0.06,0,0.02,0.08,1.33,1.27,410,73,19,12,192,76,202,78,0.98,0.22,7.33,1.83,0.06,2
147,Estupinan,DEF,Brighton,BHA,4,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,204214,0,0,0,0,0,0,2,Pervis,FALSE,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,204214.jpg,0.0,FALSE,Estupiñán Tenorio,0.0,FALSE,NA,u,6,36,0,0,1991,0,0.0,0.0,,62,2022-07-16,1998-01-21,FALSE,p204214,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,703,260,698,260,679,259,705,260,0,0,0,0,0,0,419,79,615,243,709,260,756,258,0,0,0,0.00,0,0
148,F.Kadioglu,DEF,Brighton,BHA,4,4.5,118,1,2,3.0,3.0,3.0,1,3130,TRUE,FALSE,NA,NA,231416,0,0,0,0,0,1,2,Ferdi,FALSE,,NA,45,231416.jpg,3.2,FALSE,Kadıoğlu,1.4,FALSE,NA,a,6,36,282610,0,135251,0,0.7,26.2,,219,2024-08-27,1999-10-07,FALSE,p231416,10,41,0,0,0,6,0,0,7,514,505.0,444.8,284.0,123.7,113,130,57,170,34,2.06,3.31,5.37,44.61,NA,,NA,,NA,,,,131,57,74,17,123,21,94,22,0.06,0,0.1,0.16,1.28,1.18,426,85,117,38,162,60,173,68,0.98,0.29,4.89,2.06,0.06,2
149,Igor,DEF,Brighton,BHA,4,4.5,6,0,0,0.0,0.0,0.0,0,103,TRUE,FALSE,100,100,223434,0,0,0,0,0,0,2,Igor Julio,FALSE,,2025-12-29T18:00:08.845429Z,45,223434.jpg,1.5,FALSE,dos Santos de Paulo,0.1,FALSE,NA,a,6,36,11608,0,12023,0,0.0,1.3,Igor Julio,30,2023-07-26,1998-02-07,FALSE,p223434,0,3,0,0,0,0,0,0,0,10,25.8,10.6,0.0,3.6,13,3,0,13,1,0.00,0.00,0.00,4.66,NA,,NA,,NA,,,,456,166,436,159,682,261,475,170,0,0,0,0,4.07,2.62,424,83,618,245,422,154,515,185,0.87,0,11.36,0.00,0,2
150,Lamptey,DEF,Brighton,BHA,4,4.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,232792,0,0,-1,1,0,0,2,Tariq,FALSE,has joined Fiorentina permanently.,2025-09-02T12:06:29.254107Z,44,232792.jpg,0.0,FALSE,Lamptey,0.1,FALSE,NA,u,6,36,2778,0,38727,0,0.0,0.0,,81,2020-01-31,2000-09-30,FALSE,p232792,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,676,259,672,259,651,258,678,259,0,0,0,0,0,0,544,110,580,237,685,259,524,189,0,0,0,0.00,0,0
151,Van Hecke,DEF,Brighton,BHA,4,4.7,148,3,3,3.3,3.0,3.0,1,3210,TRUE,FALSE,100,100,469142,0,0,2,-2,0,1,2,Jan Paul,FALSE,,2026-02-08T22:00:09.013159Z,47,469142.jpg,4.1,FALSE,van Hecke,10.7,FALSE,NA,a,6,36,2293857,0,1064675,0,0.6,31.5,,152,2020-09-10,2000-06-08,FALSE,p469142,10,44,1,0,0,9,0,0,8,575,980.6,240.4,295.0,152.0,264,113,53,317,36,3.31,1.57,4.87,46.27,NA,,NA,,NA,,,,7,4,172,44,117,19,57,9,0.09,0,0.04,0.13,1.3,1.23,389,66,120,40,49,17,36,12,1.01,0.28,8.89,3.31,0.09,2
152,Veltman,DEF,Brighton,BHA,4,4.3,46,1,0,2.7,2.3,2.3,0,1047,TRUE,FALSE,100,100,111478,0,0,-2,2,0,0,2,Joël,FALSE,,2025-10-02T13:00:07.706508Z,43,111478.jpg,1.9,FALSE,Veltman,0.1,FALSE,NA,a,6,36,25129,0,39644,0,0.5,10.7,,152,2020-07-29,1992-01-15,FALSE,p111478,2,13,0,0,0,5,0,0,1,176,247.0,80.5,68.0,39.6,68,40,31,99,9,1.15,0.20,1.35,17.27,NA,,NA,,NA,,,,279,110,326,109,329,107,339,114,0.1,0,0.02,0.12,1.48,1.12,584,122,152,53,360,134,444,167,0.77,0.17,8.51,1.15,0.1,2
153,Webster,DEF,Brighton,BHA,4,4.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,110735,0,0,-1,1,0,0,2,Adam,FALSE,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,44,110735.jpg,0.0,FALSE,Webster,0.0,FALSE,NA,i,6,36,1199,0,1892,0,0.0,0.0,,241,2019-08-03,1995-01-04,FALSE,p110735,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,https://www.brightonandhovealbion.com/media-article/mft-match-preview-chelsea-bha-pl-september-2025?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,674,258,669,258,648,257,676,258,0,0,0,0,0,0,535,103,576,235,683,258,762,260,0,0,0,0.00,0,0
154,Cashin,DEF,Brighton,BHA,4,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,439135,0,0,0,0,0,0,2,Eiran,FALSE,has joined Blackburn Rovers on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,40,439135.jpg,0.0,FALSE,Cashin,0.0,FALSE,NA,u,6,36,0,0,791,0,0.0,0.0,,104,2025-01-31,2001-11-09,FALSE,p439135,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,593,218,584,217,553,213,596,218,0,0,0,0,0,0,694,171,462,177,604,218,795,264,0,0,0,0.00,0,0
155,Slater,DEF,Brighton,BHA,4,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,589100,0,0,0,0,0,0,2,Jacob,FALSE,has joined Harrogate Town on loan until January.,2025-09-22T21:52:58.462370Z,40,589100.jpg,0.0,FALSE,Slater,0.1,FALSE,NA,u,6,36,3175,0,16833,0,0.0,0.0,,NA,NA,NA,FALSE,p589100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,630,239,622,238,592,235,633,239,0,0,0,0,0,0,739,198,504,201,640,238,513,183,0,0,0,0.00,0,0
156,Tasker,DEF,Brighton,BHA,4,3.8,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,547720,0,0,-2,2,0,0,2,Charlie,FALSE,,NA,38,547720.jpg,0.0,FALSE,Tasker,0.2,FALSE,NA,a,6,36,13806,0,19237,0,0.0,0.0,,241,2025-03-28,2006-02-24,FALSE,p547720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,544,198,526,197,494,192,547,198,0,0,0,0,0,0,825,255,402,151,555,198,414,154,0,0,0,0.00,0,0
157,Mitoma,MID,Brighton,BHA,4,6.1,62,3,1,0.0,0.0,0.0,0,1714,TRUE,FALSE,0,0,451340,0,0,-4,4,0,0,3,Mitoma,FALSE,Hamstring injury - Expected back 01 Jun,2026-05-09T21:30:09.356823Z,61,451340.jpg,2.5,FALSE,Kaoru,1.9,FALSE,NA,i,6,36,398054,0,965064,0,0.0,10.2,,108,2021-08-09,1997-05-20,FALSE,p451340,5,20,0,0,0,5,0,0,2,247,288.4,422.3,416.0,112.3,27,62,18,107,19,4.04,2.74,6.78,23.76,NA,,NA,,NA,,,https://www.brightonandhovealbion.com/media-article/every-word-from-fabian-hurzelers-pre-leeds-united-press-conference?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,253,108,78,57,72,42,118,67,0.21,0,0.14,0.35,1.25,1.05,83,54,823,368,283,116,140,45,1,0.26,5.62,4.04,0.21,2
158,Georginio,MID,Brighton,BHA,4,5.6,87,3,5,1.0,1.0,1.0,1,1776,TRUE,FALSE,100,100,463067,0,0,-4,4,0,0,3,Georginio,FALSE,,2025-11-30T22:30:09.146377Z,56,463067.jpg,2.7,FALSE,Rutter,0.3,FALSE,NA,a,6,36,145213,0,266355,0,0.2,15.5,,73,2024-08-19,2002-04-20,FALSE,p463067,7,20,1,0,0,2,0,0,2,290,338.6,349.5,448.0,113.5,38,61,32,131,20,2.90,2.90,5.80,21.59,NA,,NA,,NA,,,,218,89,117,82,61,35,114,64,0.15,0,0.15,0.3,1.09,1.01,130,81,280,124,247,100,308,107,1.01,0.35,6.64,2.90,0.15,2
159,March,MID,Brighton,BHA,4,5.8,4,0,0,0.7,1.0,1.0,1,38,TRUE,FALSE,100,100,109345,0,0,-2,2,0,0,3,Solly,FALSE,,2026-04-20T12:00:07.808781Z,58,109345.jpg,1.0,FALSE,March,0.0,FALSE,NA,a,6,36,3768,0,4410,0,0.2,0.7,,241,2012-07-01,1994-07-20,FALSE,p109345,0,1,0,0,0,0,0,0,0,18,7.4,2.2,23.0,3.2,0,3,2,5,0,0.04,0.02,0.06,0.58,NA,,NA,,NA,,,,486,217,477,228,395,198,478,214,0.09,0,0.05,0.14,1.37,2.37,103,67,283,125,520,242,701,282,0,0,11.84,0.04,0.09,0
160,Minteh,MID,Brighton,BHA,4,5.5,117,3,8,4.7,4.3,4.3,1,2389,TRUE,FALSE,100,100,592031,0,0,-5,5,0,0,3,Yankuba,FALSE,,2025-12-31T00:00:09.377936Z,55,592031.jpg,3.4,FALSE,Minteh,2.5,FALSE,NA,a,6,36,2151128,0,2014117,0,0.8,21.3,,78,2024-07-01,2004-07-22,FALSE,p592031,11,33,0,0,0,3,0,0,9,466,491.8,691.4,617.0,180.3,33,96,56,185,26,3.81,5.06,8.87,34.09,5,,NA,,NA,,,,135,46,28,26,32,16,33,26,0.14,0,0.19,0.33,1.28,1.24,148,93,56,22,138,59,120,40,0.98,0.41,6.97,3.81,0.14,2
161,Enciso,MID,Brighton,BHA,4,5.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,474120,0,0,-1,1,0,0,3,Julio,FALSE,has joined Strasbourg permanently.,2025-08-10T18:00:05.470138Z,54,474120.jpg,0.0,FALSE,Enciso Espínola,0.0,FALSE,NA,u,6,36,105,0,2971,0,0.0,0.0,,168,2022-06-17,2004-01-23,FALSE,p474120,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,826,368,826,368,825,368,826,368,0,0,0,0,0,0,168,104,801,352,826,368,757,321,0,0,0,0.00,0,0
162,Gruda,MID,Brighton,BHA,4,5.4,35,1,1,0.0,0.0,0.0,0,708,TRUE,FALSE,0,0,513433,0,0,-1,1,0,0,3,Brajan,FALSE,has joined Leipzig on loan for the rest of the season.,2026-02-02T13:42:58.370286Z,54,513433.jpg,1.9,FALSE,Gruda,0.0,FALSE,NA,u,6,36,16799,0,19928,0,0.0,6.5,,80,2024-08-14,2004-05-31,FALSE,p513433,2,11,0,0,0,2,0,0,2,114,134.4,217.1,152.0,50.0,4,40,14,58,8,1.86,0.88,2.74,13.82,NA,,NA,,NA,,,,363,164,186,123,234,128,304,152,0.24,0,0.11,0.35,1.76,1.4,173,109,803,354,366,157,605,230,1.02,0.25,7.37,1.86,0.24,2
163,Hinshelwood,MID,Brighton,BHA,4,5.2,91,4,5,6.0,4.3,4.3,2,1736,TRUE,FALSE,100,100,532529,0,0,-3,3,0,0,3,Jack,FALSE,,2025-09-13T21:30:08.019508Z,52,532529.jpg,3.4,FALSE,Hinshelwood,1.6,FALSE,NA,a,6,36,260749,0,70206,0,0.8,17.5,,241,2022-12-30,2005-04-11,FALSE,p532529,7,23,1,0,0,0,0,0,2,317,312.6,228.0,412.0,94.8,35,61,18,114,20,4.94,2.34,7.28,27.83,NA,,NA,,NA,,,,236,99,181,118,73,43,163,84,0.26,0,0.12,0.38,1.44,1.19,216,133,55,21,133,56,162,56,1.04,0.36,5.91,4.94,0.26,2
164,O.Riley,MID,Brighton,BHA,4,5.5,16,1,0,0.0,0.0,0.0,0,202,TRUE,FALSE,100,100,219249,0,0,0,0,0,1,3,Matt,FALSE,,2025-09-02T12:06:29.272628Z,55,219249.jpg,2.7,FALSE,O'Riley,0.3,FALSE,NA,a,6,36,133640,0,200965,0,0.0,2.9,,58,2024-08-26,2000-11-21,FALSE,p219249,1,3,0,0,0,0,0,0,2,48,65.4,67.7,63.0,19.6,3,2,5,10,2,1.21,0.18,1.39,2.53,NA,,NA,,3,,,,422,181,340,182,333,173,396,182,0.54,0,0.08,0.62,1.13,1.34,139,87,808,359,246,99,304,105,0.89,0.45,4.46,1.21,0.54,0
165,Sima,MID,Brighton,BHA,4,5.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,516211,0,0,-1,1,0,0,3,Abdallah,FALSE,has joined Lens permanently.,2025-09-02T12:06:29.290672Z,54,516211.jpg,0.0,FALSE,Sima,0.0,FALSE,NA,u,6,36,247,0,2255,0,0.0,0.0,,189,2021-08-30,2001-06-17,FALSE,p516211,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,827,369,827,369,826,369,827,369,0,0,0,0,0,0,174,110,804,355,827,369,742,312,0,0,0,0.00,0,0
166,Ayari,MID,Brighton,BHA,4,4.8,98,3,4,0.7,0.7,0.7,0,1921,TRUE,FALSE,100,100,509416,0,0,-2,2,0,2,3,Yasin,FALSE,,2026-03-03T13:30:09.861024Z,48,509416.jpg,3.4,FALSE,Ayari,0.4,FALSE,NA,a,6,36,218577,0,204165,0,0.1,20.4,,206,2023-01-30,2003-10-06,FALSE,p509416,6,24,0,0,0,1,0,0,7,406,359.8,251.3,231.0,84.5,54,124,47,225,20,2.70,1.15,3.85,26.85,NA,,2,,NA,,,,206,80,166,109,156,85,191,92,0.13,0,0.05,0.18,1.26,1.12,372,231,305,134,128,53,300,104,0.94,0.28,10.54,2.70,0.13,2
167,Baleba,MID,Brighton,BHA,4,4.5,56,0,0,3.3,3.0,3.0,1,1646,TRUE,FALSE,100,100,535301,0,0,-5,5,0,0,3,Carlos,FALSE,,2026-01-15T20:30:09.550299Z,45,535301.jpg,1.8,FALSE,Baleba,1.5,FALSE,NA,a,6,36,234049,0,576433,0,0.7,12.4,,38,2023-08-29,2004-01-03,FALSE,p535301,7,19,0,0,0,5,0,0,0,231,166.8,156.3,44.0,36.8,67,105,37,209,23,0.78,0.72,1.50,20.40,NA,,NA,,NA,,,,333,148,244,155,352,182,346,165,0.04,0,0.04,0.08,1.12,1.04,458,276,119,52,380,162,163,57,1.26,0.38,11.43,0.78,0.04,2
169,Gomez,MID,Brighton,BHA,4,4.9,97,5,1,0.3,0.7,0.7,1,2117,TRUE,FALSE,100,100,514254,0,0,-1,1,0,2,3,Diego,FALSE,,2026-04-20T12:00:07.818437Z,49,514254.jpg,3.0,FALSE,Gómez Amarilla,0.4,FALSE,NA,a,6,36,225193,0,192159,0,0.1,19.8,,168,2025-01-01,2003-03-27,FALSE,p514254,8,29,0,0,0,9,0,0,9,361,438.2,319.7,432.0,119.0,49,112,77,238,26,6.24,1.72,7.96,29.35,NA,,5,,NA,,,,158,56,132,91,68,40,104,59,0.27,0,0.07,0.34,1.25,1.23,332,204,309,136,197,76,293,101,1.11,0.34,10.12,6.24,0.27,2
170,Milner,MID,Brighton,BHA,4,4.9,35,1,1,0.0,0.3,0.3,1,772,TRUE,FALSE,100,100,15157,0,0,-1,1,0,0,3,James,FALSE,,2026-04-11T20:30:08.760792Z,49,15157.jpg,1.8,FALSE,Milner,0.1,FALSE,NA,a,6,36,19906,0,25164,0,0.1,7.1,,241,2023-07-01,1986-01-04,FALSE,p15157,2,17,0,0,0,2,0,0,0,158,139.0,151.4,59.0,34.7,25,40,15,80,7,1.03,0.66,1.69,12.82,NA,,NA,,1,,,,360,162,252,159,338,176,353,170,0.12,0,0.08,0.2,1.49,1.98,282,174,358,162,382,163,472,164,0.82,0.23,9.33,1.03,0.12,2
171,Sarmiento,MID,Brighton,BHA,4,4.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,441192,0,0,-1,1,0,0,3,Jeremy,FALSE,has joined Middlesbrough on loan for the rest of the season.,2026-01-27T16:47:58.618791Z,49,441192.jpg,0.0,FALSE,Sarmiento Morante,0.0,FALSE,NA,u,6,36,197,0,2983,0,0.0,0.0,,62,2021-09-21,2002-06-16,FALSE,p441192,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,798,349,794,349,791,348,798,349,0,0,0,0,0,0,322,199,743,312,798,349,719,296,0,0,0,0.00,0,0
172,Watson,MID,Brighton,BHA,4,4.8,5,0,0,0.0,0.0,0.0,0,57,TRUE,FALSE,0,0,549074,0,0,-2,2,0,0,3,Tom,FALSE,has joined Millwall on loan for the rest of the season.,2026-02-02T13:42:58.389602Z,48,549074.jpg,0.8,FALSE,Watson,0.0,FALSE,NA,u,6,36,2397,0,4337,0,0.0,1.0,,241,2025-06-01,2006-04-08,FALSE,p549074,0,2,0,0,0,1,0,0,0,15,6.0,2.4,7.0,1.6,0,4,1,5,0,0.04,0.03,0.07,1.72,NA,,NA,,NA,,,,492,220,476,227,438,211,495,224,0.06,0,0.05,0.11,2.72,3.16,374,233,724,299,533,247,658,259,0,0,7.89,0.04,0.06,0
173,Wieffer,MID,Brighton,BHA,4,4.8,94,2,4,0.3,0.7,0.7,2,1901,TRUE,FALSE,100,100,467779,0,0,-2,2,0,1,3,Mats,FALSE,,2026-05-02T23:30:09.953939Z,48,467779.jpg,3.6,FALSE,Wieffer,0.3,FALSE,NA,a,6,36,180281,0,156497,0,0.1,19.6,,152,2024-07-06,1999-11-16,FALSE,p467779,6,26,0,0,0,8,0,0,6,398,477.0,291.1,209.0,97.7,101,102,66,269,23,1.92,1.86,3.78,23.95,NA,,NA,,NA,,,,142,50,151,99,174,94,157,81,0.09,0,0.09,0.18,1.13,1.23,363,226,304,133,98,45,333,114,1.09,0.28,12.74,1.92,0.09,2
174,Yalcouye,MID,Brighton,BHA,4,5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,611695,0,0,0,0,0,0,3,Malick,FALSE,Has joined Swansea City on loan for the rest of the season.,2025-08-15T12:03:00.771795Z,50,611695.jpg,0.0,FALSE,Yalcouyé,0.0,FALSE,NA,u,6,36,0,0,1268,0,0.0,0.0,,54,2024-07-12,2005-11-18,FALSE,p611695,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,817,363,816,363,813,362,817,363,0,0,0,0,0,0,279,172,772,333,817,363,791,342,0,0,0,0.00,0,0
175,Knight,MID,Brighton,BHA,4,4.4,1,0,0,0.0,0.0,0.0,0,1,TRUE,FALSE,0,0,567121,0,0,-1,1,0,0,3,Joe,FALSE,has joined Stevenage permanently.,2026-02-06T22:48:38.233784Z,44,567121.jpg,1.0,FALSE,Knight,0.1,FALSE,NA,u,6,36,11030,0,15541,0,0.0,0.2,,241,2025-01-31,2005-09-21,FALSE,p567121,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,692,266,687,268,668,261,694,268,0,0,0,0,0,0,572,345,600,209,487,215,551,204,0,0,0,0.00,0,0
176,Mazilu,MID,Brighton,BHA,4,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,550141,0,0,0,0,0,0,3,Adrian,FALSE,has joined Dinamo Bucharest permanently.,2025-09-22T21:46:15.598017Z,45,550141.jpg,0.0,FALSE,Mazilu,0.0,FALSE,NA,u,6,36,1435,0,4630,0,0.0,0.0,,NA,NA,NA,FALSE,p550141,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,732,297,727,298,710,292,733,298,0,0,0,0,0,0,463,281,647,243,737,301,703,284,0,0,0,0.00,0,0
177,Moran,MID,Brighton,BHA,4,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,513834,0,0,0,0,0,0,3,Andrew,FALSE,Has joined Los Angeles FC on loan for the rest of the season.,2025-08-22T14:16:38.542849Z,45,513834.jpg,0.0,FALSE,Moran,0.0,FALSE,NA,u,6,36,490,0,5133,0,0.0,0.0,,104,2021-08-23,2003-10-15,FALSE,p513834,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,723,288,718,289,701,283,724,289,0,0,0,0,0,0,453,271,638,234,728,292,716,294,0,0,0,0.00,0,0
178,Welbeck,FWD,Brighton,BHA,4,6.3,126,13,1,3.0,1.7,1.7,1,2249,TRUE,FALSE,100,100,50175,0,0,-2,2,0,3,4,Danny,FALSE,,2025-12-19T14:00:08.695558Z,63,50175.jpg,3.4,FALSE,Welbeck,8.4,FALSE,NA,a,6,36,3324662,0,2837619,0,0.3,20.0,,241,2020-10-18,1990-11-26,FALSE,p50175,10,28,0,0,2,5,0,0,18,511,578.8,309.7,803.0,168.2,39,49,24,112,26,12.36,1.40,13.76,31.68,NA,,4,,2,,,,93,8,139,11,17,9,39,7,0.49,0,0.06,0.55,1.27,1.12,63,22,217,23,140,15,52,10,1.04,0.4,4.48,12.36,0.49,2
179,Ferguson,FWD,Brighton,BHA,4,5.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,487117,0,0,0,0,0,0,4,Evan,FALSE,Has joined AS Roma on loan for the rest of the season,2025-07-24T10:13:22.396984Z,55,487117.jpg,0.0,FALSE,Ferguson,0.0,FALSE,NA,u,6,36,0,0,1562,0,0.0,0.0,,104,2021-08-23,2004-10-19,FALSE,p487117,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,831,92,831,92,830,92,831,92,0,0,0,0,0,0,145,36,812,85,831,92,763,92,0,0,0,0.00,0,0
180,Tzimas,FWD,Brighton,BHA,4,5.2,16,1,1,0.0,0.0,0.0,0,132,TRUE,FALSE,0,0,608181,0,0,-3,3,0,0,4,Stefanos,FALSE,Knee injury - Expected back 01 Jun,2025-12-04T09:00:09.057817Z,52,608181.jpg,1.8,FALSE,Tzimas,0.1,FALSE,NA,i,6,36,13803,0,23710,0,0.0,3.1,,83,2025-02-03,2006-01-06,FALSE,p608181,0,2,0,0,0,0,0,0,0,55,66.6,65.7,44.0,17.7,2,10,3,15,1,0.44,0.11,0.55,2.59,NA,,NA,,NA,,,https://www.brightonandhovealbion.com/media-article/mft-injury-update-stefanos-tzimas-out-for-season-december-2025?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,418,49,345,44,354,55,402,51,0.3,0,0.08,0.38,1.77,1.36,220,48,785,83,387,43,538,74,0.68,0,10.23,0.44,0.3,2
181,Kostoulas,FWD,Brighton,BHA,4,4.8,35,2,1,1.0,1.0,1.0,1,351,TRUE,FALSE,NA,NA,647850,0,0,-2,2,0,0,4,Charalampos,FALSE,,NA,48,647850.jpg,1.7,FALSE,Kostoulas,0.3,FALSE,NA,a,6,36,58706,0,81260,0,0.2,7.3,,83,2025-07-01,2007-05-30,FALSE,p647850,1,9,0,0,0,2,0,0,3,140,143.6,126.5,255.0,52.4,5,25,11,41,2,2.12,0.54,2.66,6.04,NA,,NA,,NA,,,,353,38,276,32,138,37,294,34,0.54,0,0.14,0.68,1.55,2.31,376,64,265,32,403,45,309,50,0.51,0.26,10.51,2.12,0.54,2
